plot,abbr,layer,cov,height,comment
1144144,cera purp,ml,1a,0,
1145142,agro stol,hl,+,0,few individuals (r)
1145142,alis plan,hl,+,0,few individuals (r)
1145142,cala epig,hl,+,10,
1145142,care oede,hl,+,0,few individuals (r)
1145142,care pseu,hl,1b,20,
1145142,junc arti,hl,+,0,
1145142,junc bufo,hl,+,0,few individuals (r)
1145142,lyco euro euro,hl,+,10,
1145142,lyth sali,hl,+,0,few individuals (r)
1145142,ment aqua,hl,+,0,few individuals (r)
1145142,pers miti,hl,1a,0,
1145142,phra aust,hl,+,5,few individuals (r)
1145142,sali purp,hl,+,0,few individuals (r)
1145143,agro stol,hl,+,0,few individuals (r)
1145143,cala epig,hl,+,10,
1145143,care oede,hl,+,0,few individuals (r)
1145143,care pseu,hl,1a,15,
1145143,epil cili cili,hl,+,0,few individuals (r)
1145143,gali palu palu,hl,1b,0,
1145143,glyc flui,hl,+,0,few individuals (r)
1145143,junc arti,hl,+,0,
1145143,lysi vulg,hl,+,0,few individuals (r)
1145143,pers miti,hl,+,0,
1145143,pote norv,hl,+,10,
1145143,rori palu,hl,+,0,few individuals (r)
1145143,sagi proc,hl,+,0,few individuals (r)
1145143,soli giga,hl,+,10,
1145143,bryu arge,ml,+,0,few individuals (r)
1145143,ricc flui,ml,+,0,few individuals (r)
1146142,cala epig,hl,+,20,
1146142,care oede,hl,+,0,few individuals (r)
1146142,care pseu,hl,2a,15,
1146142,dros inte,hl,+,0,few individuals (r)
1146142,gali palu palu,hl,1b,0,
1146142,junc tenu,hl,+,0,few individuals (r)
1146142,lyco euro euro,hl,1b,15,
1146142,lyth sali,hl,+,0,few individuals (r)
1146142,pers miti,hl,+,0,few individuals (r)
1146142,phra aust,hl,+,15,
1146142,pote norv,hl,+,20,few individuals (r)
1146142,rori palu,hl,+,0,few individuals (r)
1146142,sali cine plus auri,hl,+,0,few individuals (r)
1146142,sali purp,hl,+,0,few individuals (r)
1146142,soli giga,hl,+,10,
1146142,bryu arge,ml,+,0,few individuals (r)
1146142,cera purp,ml,+,0,
1146142,ricc flui,ml,+,0,
1146143,alis plan,hl,+,0,few individuals (r)
1146143,cala epig,hl,+,30,
1146143,care oede,hl,+,0,
1146143,care pseu,hl,1a,30,
1146143,epil cili cili,hl,+,0,few individuals (r)
1146143,erig cana,hl,+,0,
1146143,gali palu palu,hl,2a,0,
1146143,lyco euro euro,hl,1b,10,
1146143,lysi vulg,hl,+,0,few individuals (r)
1146143,pers hydr,hl,+,0,few individuals (r)
1146143,pers miti,hl,+,0,
1146143,pote norv,hl,1a,10,
1146143,rori palu,hl,+,0,
1146143,soli giga,hl,+,15,few individuals (r)
1146143,bryu arge,ml,1a,0,
1146143,call cusp,ml,+,0,few individuals (r)
1146143,cera purp,ml,+,0,few individuals (r)
1147141,agro stol,hl,1b,0,
1147141,alis plan,hl,+,0,few individuals (r)
1147141,care cane cane,hl,+,0,few individuals (r)
1147141,care oede,hl,1a,0,
1147141,care pseu,hl,2b,30,
1147141,care rost,hl,1a,50,
1147141,eleo mami aust,hl,+,0,
1147141,epil parv,hl,+,0,
1147141,gali palu palu,hl,1b,0,
1147141,junc arti,hl,1a,0,
1147141,lyco euro euro,hl,1b,15,
1147141,lysi vulg,hl,+,0,few individuals (r)
1147141,ment aqua,hl,+,0,
1147141,phra aust,hl,+,40,
1147141,pote norv,hl,1a,10,
1147141,rori palu,hl,+,0,few individuals (r)
1147141,cera purp,ml,+,0,
1147141,ricc flui,ml,1a,0,
1147142,cala epig,hl,+,20,
1147142,care cane cane,hl,+,0,few individuals (r)
1147142,care oede,hl,1a,0,
1147142,care pseu,hl,1a,20,
1147142,epil cili cili,hl,+,0,few individuals (r)
1147142,epil parv,hl,+,0,few individuals (r)
1147142,gali palu palu,hl,+,0,
1147142,junc arti,hl,+,0,
1147142,junc effu,hl,+,15,few individuals (r)
1147142,lyco euro euro,hl,1a,10,
1147142,ment aqua,hl,+,0,few individuals (r)
1147142,pers hydr,hl,+,0,few individuals (r)
1147142,pote norv,hl,+,5,few individuals (r)
1147142,bryu arge,ml,+,0,
1147142,cera purp,ml,+,0,few individuals (r)
1148141,bide cern,hl,+,0,few individuals (r)
1148141,care cane cane,hl,+,0,few individuals (r)
1148141,care oede,hl,2a,0,
1148141,care pseu,hl,2a,25,
1148141,desc cesp,hl,+,0,few individuals (r)
1148141,gali palu palu,hl,1b,0,
1148141,junc arti,hl,+,0,
1148141,lyco euro euro,hl,1b,50,
1148141,lysi vulg,hl,+,0,few individuals (r)
1148141,ment aqua,hl,1b,0,
1148141,pers hydr,hl,1a,0,
1148141,phra aust,hl,2a,80,
1148141,rori palu,hl,+,0,few individuals (r)
1148141,soli giga,hl,+,5,few individuals (r)
1148141,call cusp,ml,1a,0,
1148141,ricc flui,ml,2a,0,
1148142,cala epig,hl,+,30,
1148142,care oede,hl,1a,0,
1148142,epil cili cili,hl,+,0,few individuals (r)
1148142,gali palu palu,hl,1a,0,
1148142,hype tetr,hl,+,0,few individuals (r)
1148142,lyco euro euro,hl,1a,15,
1148142,pers hydr,hl,+,0,few individuals (r)
1148142,phra aust,hl,1a,80,
1148142,poly amar ella,hl,+,0,few individuals (r)
1148142,sali cine plus auri,hl,+,0,few individuals (r)
1148142,soli giga,hl,+,5,few individuals (r)
1148142,bryu arge,ml,+,0,few individuals (r)
1148142,call cusp,ml,2a,0,
1149140,agro stol,hl,1a,0,
1149140,alis plan,hl,+,0,few individuals (r)
1149140,care cane cane,hl,+,0,few individuals (r)
1149140,care oede,hl,1b,0,
1149140,care pseu,hl,2a,35,
1149140,gali palu palu,hl,2b,0,
1149140,hype tetr,hl,+,0,few individuals (r)
1149140,junc arti,hl,1a,0,
1149140,lyco euro euro,hl,+,15,
1149140,ment aqua,hl,+,0,few individuals (r)
1149140,pers miti,hl,+,0,
1149140,sali purp,hl,+,0,few individuals (r)
1149140,call cusp,ml,+,0,
1149140,ricc flui,ml,2a,0,
1149141,agro capi,hl,+,0,few individuals (r)
1149141,bide cern,hl,+,0,few individuals (r)
1149141,cala epig,hl,1a,40,
1149141,cirs arve,hl,+,0,
1149141,epil cili cili,hl,1a,0,
1149141,gali palu palu,hl,2a,0,
1149141,junc arti,hl,+,0,
1149141,linu cath,hl,+,0,
1149141,lyco euro euro,hl,+,15,
1149141,lysi vulg,hl,+,0,few individuals (r)
1149141,ment aqua,hl,+,0,
1149141,pers hydr,hl,1a,0,
1149141,pers miti,hl,1a,0,
1149141,pote norv,hl,+,10,
1149141,thym pule pule,hl,+,0,few individuals (r)
1149141,cera purp,ml,+,0,
1149141,ricc flui,ml,+,0,few individuals (r)
1150140,cala epig,hl,2a,30,
1150140,care oede,hl,+,0,
1150140,care pseu,hl,1a,20,
1150140,desc cesp,hl,+,0,few individuals (r)
1150140,epil cili cili,hl,+,0,few individuals (r)
1150140,gali palu palu,hl,1b,0,
1150140,junc arti,hl,+,0,
1150140,junc tenu,hl,+,0,
1150140,leer oryz,hl,+,15,few individuals (r)
1150140,lyco euro euro,hl,+,15,
1150140,lysi vulg,hl,+,0,few individuals (r)
1150140,ment aqua,hl,+,0,few individuals (r)
1150140,pers hydr,hl,+,0,few individuals (r)
1150140,pers miti,hl,+,0,
1150140,poa prat,hl,+,0,few individuals (r)
1150140,sagi proc,hl,+,0,few individuals (r)
1150140,sali purp,hl,+,0,few individuals (r)
1150140,scut gale,hl,+,0,few individuals (r)
1150140,soli giga,hl,+,20,few individuals (r)
1150140,bryu arge,ml,1a,0,
1150140,call cusp,ml,+,0,few individuals (r)
1150140,cera purp,ml,+,0,
1150141,cala epig,hl,2a,35,
1150141,care oede,hl,1a,0,
1150141,care pseu,hl,1a,20,
1150141,cirs palu,hl,+,0,few individuals (r)
1150141,epil cili cili,hl,+,0,few individuals (r)
1150141,erig cana,hl,+,0,few individuals (r)
1150141,gali palu palu,hl,1a,0,
1150141,junc arti,hl,+,0,
1150141,junc effu,hl,+,25,few individuals (r)
1150141,pers hydr,hl,+,0,
1150141,pers miti,hl,+,0,
1150141,pote norv,hl,+,15,few individuals (r)
1150141,rori palu,hl,+,0,few individuals (r)
1150141,sagi proc,hl,+,0,few individuals (r)
1150141,soli giga,hl,+,20,
1150141,thym pule pule,hl,+,0,few individuals (r)
1150141,bryu arge,ml,+,0,few individuals (r)
1150141,call cusp,ml,+,0,
1151139,cala epig,hl,1a,40,
1151139,care cane cane,hl,+,0,few individuals (r)
1151139,care oede,hl,+,0,few individuals (r)
1151139,care pseu,hl,1a,10,
1151139,epil cili cili,hl,+,0,few individuals (r)
1151139,fall conv,hl,+,0,few individuals (r)
1151139,hype perf,hl,+,0,few individuals (r)
1151139,junc arti,hl,+,0,few individuals (r)
1151139,lyco euro euro,hl,+,5,
1151139,pers hydr,hl,+,0,
1151139,pers miti,hl,+,0,
1151139,pote norv,hl,+,5,few individuals (r)
1151139,rori palu,hl,+,0,few individuals (r)
1151139,soli giga,hl,+,5,few individuals (r)
1151139,sper rubr,hl,+,0,few individuals (r)
1151139,call cusp,ml,+,0,
1151139,cera purp,ml,1a,0,
1151140,cala epig,hl,2a,40,
1151140,care oede,hl,+,0,few individuals (r)
1151140,care pseu,hl,1a,20,
1151140,fall conv,hl,+,0,few individuals (r)
1151140,gali palu palu,hl,+,0,few individuals (r)
1151140,junc tenu,hl,+,0,few individuals (r)
1151140,leer oryz,hl,+,10,few individuals (r)
1151140,pers hydr,hl,+,0,few individuals (r)
1151140,pers miti,hl,+,0,
1151140,phra aust,hl,+,20,few individuals (r)
1151140,pote norv,hl,+,30,few individuals (r)
1151140,rori palu,hl,+,0,few individuals (r)
1151140,sagi proc,hl,+,0,few individuals (r)
1151140,soli giga,hl,+,5,few individuals (r)
1151140,bryu arge,ml,+,0,
1152139,agro stol,hl,+,0,few individuals (r)
1152139,cala epig,hl,+,20,
1152139,care cane cane,hl,+,0,few individuals (r)
1152139,care oede,hl,+,0,few individuals (r)
1152139,care pseu,hl,+,10,
1152139,erig cana,hl,+,0,few individuals (r)
1152139,gali palu palu,hl,+,0,few individuals (r)
1152139,junc arti,hl,+,0,few individuals (r)
1152139,lyco euro euro,hl,+,5,few individuals (r)
1152139,pers hydr,hl,+,0,
1152139,pote norv,hl,+,5,few individuals (r)
1152139,rori palu,hl,+,0,few individuals (r)
1152139,sagi proc,hl,+,0,few individuals (r)
1152139,sali cine plus auri,hl,+,0,few individuals (r)
1152139,bryu arge,ml,+,0,
1152140,cala epig,hl,1a,30,
1152140,care oede,hl,+,0,few individuals (r)
1152140,care pseu,hl,1a,15,
1152140,desc cesp,hl,+,0,few individuals (r)
1152140,gali palu palu,hl,+,0,
1152140,junc tenu,hl,+,0,
1152140,pers miti,hl,+,0,
1152140,rori palu,hl,+,0,few individuals (r)
1152140,sagi proc,hl,+,0,
1152140,sali cine plus auri,hl,+,0,few individuals (r)
1152140,soli giga,hl,+,10,few individuals (r)
1153138,cala epig,hl,+,30,few individuals (r)
1153138,care cane cane,hl,+,0,few individuals (r)
1153138,care oede,hl,+,0,few individuals (r)
1153138,care pseu,hl,+,15,
1153138,equi palu,hl,+,20,few individuals (r)
1153138,gali palu palu,hl,+,0,few individuals (r)
1153138,junc arti,hl,+,0,few individuals (r)
1153138,pers miti,hl,+,0,few individuals (r)
1153138,prun vulg,hl,+,0,few individuals (r)
1153138,sali alba,hl,+,0,few individuals (r)
1153138,soli giga,hl,+,10,
1153138,tara sect rude,hl,+,0,few individuals (r)
1153138,bryu arge,ml,+,0,few individuals (r)
1153139,cala epig,hl,+,10,few individuals (r)
1153139,care oede,hl,+,0,few individuals (r)
1153139,care pseu,hl,+,10,few individuals (r)
1153139,equi palu,hl,+,25,
1153139,gali palu palu,hl,+,0,few individuals (r)
1153139,junc arti,hl,+,0,few individuals (r)
1153139,lyco euro euro,hl,+,5,few individuals (r)
1153139,pers hydr,hl,+,0,few individuals (r)
1153139,pers miti,hl,+,0,few individuals (r)
1153139,poly avic slat,hl,+,0,few individuals (r)
1153139,pote norv,hl,+,5,few individuals (r)
1153139,soli giga,hl,+,5,
1153139,bryu arge,ml,+,0,few individuals (r)
1154138,agro stol,hl,+,0,
1154138,cala epig,hl,1a,35,
1154138,care oede,hl,+,0,few individuals (r)
1154138,care pseu,hl,+,10,few individuals (r)
1154138,desc cesp,hl,+,0,few individuals (r)
1154138,epil cili cili,hl,+,0,
1154138,equi palu,hl,+,20,
1154138,erig cana,hl,+,0,few individuals (r)
1154138,gali palu palu,hl,1a,0,
1154138,lyco euro euro,hl,+,5,
1154138,ment aqua,hl,+,0,
1154138,pers miti,hl,+,0,few individuals (r)
1154138,poa prat,hl,+,0,few individuals (r)
1154138,sali purp,hl,+,0,few individuals (r)
1154138,soli giga,hl,+,5,few individuals (r)
1154138,bryu arge,ml,+,0,
1154138,cera purp,ml,+,0,
1154139,agro capi,hl,+,0,few individuals (r)
1154139,cala epig,hl,+,20,
1154139,care oede,hl,+,0,few individuals (r)
1154139,care pseu,hl,+,10,few individuals (r)
1154139,equi palu,hl,+,20,
1154139,gali palu palu,hl,+,0,
1154139,ment aqua,hl,+,0,few individuals (r)
1154139,sagi proc,hl,+,0,few individuals (r)
1154139,sali cine plus auri,hl,+,0,few individuals (r)
1154139,scut gale,hl,+,0,few individuals (r)
1154139,soli giga,hl,+,5,few individuals (r)
1154139,bryu arge,ml,+,0,few individuals (r)
1174077,bide cern,hl,+,2,few individuals (r)
1174077,cala epig,hl,+,10,few individuals (r)
1174077,leer oryz,hl,+,10,few individuals (r)
1174077,pers mino,hl,+,0,few individuals (r)
1174077,pote norv,hl,+,5,few individuals (r)
1174078,care pseu,hl,+,25,few individuals (r)
1174078,junc arti,hl,+,0,few individuals (r)
1174078,pers mino,hl,+,0,few individuals (r)
1174078,rori sylv,hl,+,0,few individuals (r)
1174078,bryu arge,ml,+,0,few individuals (r)
1175077,aren serp,hl,+,0,few individuals (r)
1175077,cala epig,hl,+,15,few individuals (r)
1175077,leer oryz,hl,+,15,few individuals (r)
1175077,lyco euro euro,hl,+,10,few individuals (r)
1175077,pers mino,hl,+,0,few individuals (r)
1175077,pote norv,hl,+,5,few individuals (r)
1175077,trif repe repe,hl,+,0,few individuals (r)
1175078,unde alga,ml,+,,plot bare of vegetation
1175079,care pseu,hl,+,10,few individuals (r)
1175079,equi palu,hl,1b,35,
1175079,junc arti,hl,+,0,few individuals (r)
1175079,leer oryz,hl,+,10,few individuals (r)
1175079,lepi camp,hl,+,0,few individuals (r)
1175079,lyco euro euro,hl,+,10,few individuals (r)
1175079,ment aqua,hl,+,0,few individuals (r)
1175079,micr minu,hl,+,0,few individuals (r)
1175079,pers hydr,hl,+,0,few individuals (r)
1175079,pers mino,hl,+,0,few individuals (r)
1175079,phra aust,hl,+,45,few individuals (r)
1175079,poly avic slat,hl,+,0,few individuals (r)
1175079,rori palu,hl,+,0,few individuals (r)
1175079,tuss farf,hl,+,0,few individuals (r)
1175080,cala epig,hl,1b,50,
1175080,equi palu,hl,2a,30,
1175080,eupa cann,hl,+,0,few individuals (r)
1175080,junc arti,hl,+,0,few individuals (r)
1175080,lepi camp,hl,+,0,few individuals (r)
1175080,ment aqua,hl,+,0,few individuals (r)
1175080,micr minu,hl,+,0,
1175080,rori palu,hl,+,0,few individuals (r)
1175080,soli giga,hl,1a,60,
1175080,tara sect rude,hl,+,0,few individuals (r)
1176079,epil parv,hl,+,0,
1176079,equi palu,hl,3,35,
1176079,gali palu palu,hl,+,0,few individuals (r)
1176079,junc arti,hl,+,0,
1176079,junc effu,hl,+,35,
1176079,lyco euro euro,hl,+,10,
1176079,lyth sali,hl,+,0,few individuals (r)
1176079,ment aqua,hl,1a,0,
1176079,micr minu,hl,+,0,
1176079,pers macu,hl,+,0,
1176079,phra aust,hl,+,60,
1176079,pote norv,hl,+,25,
1176079,prun vulg,hl,+,0,
1176079,rori palu,hl,+,0,few individuals (r)
1176079,sali purp,hl,+,0,few individuals (r)
1176079,soli giga,hl,1a,50,
1176079,tara sect rude,hl,+,0,few individuals (r)
1176079,tuss farf,hl,+,0,
1176079,dicr vari,ml,+,0,
1176080,arab hirs,hl,+,0,few individuals (r)
1176080,cala epig,hl,1b,50,
1176080,care pseu,hl,+,40,few individuals (r)
1176080,desc cesp,hl,+,0,
1176080,epil parv,hl,+,0,few individuals (r)
1176080,equi palu,hl,3,40,
1176080,erig cana,hl,+,0,few individuals (r)
1176080,junc arti,hl,+,0,few individuals (r)
1176080,leer oryz,hl,+,10,few individuals (r)
1176080,lyco euro euro,hl,1a,20,
1176080,lysi vulg,hl,+,0,few individuals (r)
1176080,lyth sali,hl,+,0,
1176080,ment aqua,hl,+,0,
1176080,pers macu,hl,+,0,
1176080,pers mino,hl,+,0,few individuals (r)
1176080,phra aust,hl,1a,60,
1176080,prun vulg,hl,1a,0,
1176080,soli giga,hl,1a,45,
1176080,tara sect rude,hl,+,0,few individuals (r)
1176081,agro stol,hl,+,0,
1176081,cala epig,hl,3,70,
1176081,cera holo,hl,+,0,few individuals (r)
1176081,desc cesp,hl,1a,0,
1176081,epil parv,hl,+,0,
1176081,equi palu,hl,2b,45,
1176081,erig annu slat,hl,+,70,
1176081,frag vesc,hl,1a,0,
1176081,holc lana,hl,+,0,
1176081,junc effu,hl,+,35,
1176081,lepi camp,hl,+,0,few individuals (r)
1176081,lyco euro euro,hl,1a,20,
1176081,ment aqua,hl,2a,0,
1176081,rume acet ella,hl,+,0,few individuals (r)
1176081,soli cana,hl,3,90,
1176081,soli giga,hl,+,70,
1176081,tara sect rude,hl,+,0,few individuals (r)
1176081,tuss farf,hl,1a,0,
1176081,cera purp,ml,1a,0,
1176082,cala epig,hl,4,110,
1176082,cirs arve,hl,1a,0,
1176082,equi palu,hl,1b,50,
1176082,eupa cann,hl,1a,0,
1176082,junc effu,hl,1a,150,
1176082,lyco euro euro,hl,+,15,
1176082,soli giga,hl,2a,80,
1176082,tuss farf,hl,+,0,
1176082,call cusp,ml,3,0,
1177081,betu pend plus pube,hl,+,0,few individuals (r)
1177081,cala epig,hl,3,60,
1177081,cirs arve,hl,+,0,
1177081,desc cesp,hl,1b,0,
1177081,epil parv,hl,+,0,
1177081,equi palu,hl,1b,50,
1177081,erig annu slat,hl,1b,70,
1177081,eupa cann,hl,+,0,
1177081,hype perf,hl,+,0,
1177081,junc tenu,hl,+,0,
1177081,lyco euro euro,hl,+,15,
1177081,ment aqua,hl,1a,0,
1177081,prun vulg,hl,1b,0,
1177081,ranu repe,hl,1b,0,
1177081,scro nodo,hl,+,0,few individuals (r)
1177081,soli cana,hl,2a,80,
1177081,thal luci,hl,+,0,
1177081,tuss farf,hl,+,0,few individuals (r)
1177081,call cusp,ml,2a,0,
1177081,cera purp,ml,+,0,
1177082,betu pend plus pube,hl,+,0,few individuals (r)
1177082,cala epig,hl,3,75,
1177082,equi palu,hl,1b,50,
1177082,erig annu slat,hl,+,70,
1177082,eupa cann,hl,1a,0,
1177082,hype perf,hl,+,0,
1177082,ment aqua,hl,1a,0,
1177082,soli giga,hl,3,110,
1177083,betu pend plus pube,hl,1a,0,
1177083,cala epig,hl,4,70,
1177083,cirs arve,hl,+,0,
1177083,cirs vulg,hl,+,0,few individuals (r)
1177083,epil cili cili,hl,+,0,few individuals (r)
1177083,eupa cann,hl,1b,0,
1177083,frag vesc,hl,1b,0,
1177083,holc lana,hl,+,0,
1177083,junc effu,hl,1a,20,
1177083,junc tenu,hl,1a,0,
1177083,luzu mult,hl,+,0,few individuals (r)
1177083,ment aqua,hl,1b,0,
1177083,pote norv,hl,+,15,
1177083,sali alba,hl,+,0,
1177083,soli cana,hl,3,90,
1177083,call cusp,ml,1a,0,
1177083,cera purp,ml,+,0,
1177084,betu pend plus pube,hl,1a,0,
1177084,cala epig,hl,3,60,
1177084,cirs arve,hl,+,0,
1177084,desc cesp,hl,1b,0,
1177084,eupa cann,hl,1b,0,
1177084,frag vesc,hl,1b,0,
1177084,holc lana,hl,1a,0,
1177084,junc effu,hl,+,25,
1177084,junc tenu,hl,1a,0,
1177084,sali cine plus auri,hl,1a,0,
1177084,soli cana,hl,2b,90,
1177084,call cusp,ml,+,0,
1177084,cera purp,ml,1a,0,
1178083,cala epig,hl,2b,50,
1178083,cirs arve,hl,+,0,
1178083,desc cesp,hl,1b,0,
1178083,erig annu slat,hl,2b,80,
1178083,eupa cann,hl,+,0,
1178083,frag vesc,hl,1a,0,
1178083,holc lana,hl,1a,0,
1178083,junc effu,hl,1a,60,
1178083,junc tenu,hl,2b,0,
1178083,popu trem,hl,3,0,
1178083,sali alba,hl,+,0,
1178083,sali cine plus auri,hl,+,0,few individuals (r)
1178083,soli cana,hl,2b,80,
1178083,call cusp,ml,1a,0,
1178083,cera purp,ml,2a,0,
1178084,betu pend plus pube,hl,+,0,
1178084,cala epig,hl,3,50,
1178084,cirs arve,hl,1a,0,
1178084,eupa cann,hl,1a,0,
1178084,frag vesc,hl,+,0,
1178084,holc lana,hl,1a,0,
1178084,junc effu,hl,+,40,
1178084,junc tenu,hl,3,0,
1178084,prun vulg,hl,1a,0,
1178084,sali purp,hl,+,0,
1178084,soli cana,hl,2b,90,
1178084,call cusp,ml,1a,0,
1178084,cera purp,ml,2a,0,
1178085,betu pend plus pube,hl,+,0,few individuals (r)
1178085,cala epig,hl,3,60,
1178085,cirs arve,hl,+,0,
1178085,desc cesp,hl,1a,0,
1178085,equi palu,hl,1b,35,
1178085,erig annu slat,hl,2a,80,
1178085,eupa cann,hl,+,0,
1178085,frag vesc,hl,1a,0,
1178085,holc lana,hl,1a,0,
1178085,hype perf,hl,+,0,few individuals (r)
1178085,junc effu,hl,+,35,
1178085,junc tenu,hl,1a,0,
1178085,lyco euro euro,hl,+,15,few individuals (r)
1178085,sali alba,hl,+,0,few individuals (r)
1178085,soli cana,hl,3,70,
1178085,call cusp,ml,1b,0,
1178085,cera purp,ml,3,0,
1178086,cala epig,hl,2a,60,
1178086,desc cesp,hl,+,0,
1178086,erig annu slat,hl,2a,90,
1178086,eupa cann,hl,+,0,
1178086,frag vesc,hl,+,0,
1178086,gali palu palu,hl,2b,0,
1178086,holc lana,hl,1a,0,
1178086,hype perf,hl,+,0,few individuals (r)
1178086,junc tenu,hl,1a,0,
1178086,pote norv,hl,+,20,few individuals (r)
1178086,prun vulg,hl,+,0,
1178086,soli cana,hl,3,70,
1178086,tuss farf,hl,+,0,
1178086,brac sale,ml,2a,0,
1178086,cera purp,ml,2a,0,
1179085,cirs arve,hl,+,0,
1179085,desc cesp,hl,1a,0,
1179085,epil cili cili,hl,+,0,few individuals (r)
1179085,erig annu slat,hl,3,65,
1179085,eupa cann,hl,+,0,
1179085,frag vesc,hl,+,0,
1179085,holc lana,hl,+,0,
1179085,junc effu,hl,1a,40,
1179085,junc tenu,hl,1a,0,
1179085,lyco euro euro,hl,+,10,few individuals (r)
1179085,phra aust,hl,+,45,few individuals (r)
1179085,sali capr,hl,+,0,few individuals (r)
1179085,sali cine plus auri,hl,+,0,few individuals (r)
1179085,soli cana,hl,1a,45,
1179085,tara sect rude,hl,+,0,few individuals (r)
1179085,tuss farf,hl,+,0,few individuals (r)
1179085,call cusp,ml,1a,0,
1179085,cera purp,ml,2a,0,
1179086,cala epig,hl,3,65,
1179086,cirs arve,hl,+,0,
1179086,erig annu slat,hl,1a,70,
1179086,eupa cann,hl,1a,0,
1179086,hype perf,hl,+,0,
1179086,junc tenu,hl,1a,0,
1179086,soli cana,hl,2a,80,
1179086,call cusp,ml,3,0,
1179086,cera purp,ml,1a,0,
1179087,cala epig,hl,1b,50,
1179087,equi palu,hl,1b,25,
1179087,erig cana,hl,+,0,
1179087,eupa cann,hl,+,0,
1179087,soli giga,hl,+,20,few individuals (r)
1179087,tuss farf,hl,+,0,few individuals (r)
1179088,cala epig,hl,1a,40,
1179088,desc cesp,hl,+,0,few individuals (r)
1179088,equi palu,hl,1a,25,
1179088,lepi camp,hl,+,0,few individuals (r)
1179088,phal arun,hl,+,0,
1180087,equi palu,hl,1b,30,
1180087,hype perf,hl,+,0,few individuals (r)
1180087,lyco euro euro,hl,+,10,
1180087,scut gale,hl,+,0,few individuals (r)
1180087,soli cana,hl,+,30,
1180087,tara sect rude,hl,+,0,few individuals (r)
1180087,tuss farf,hl,+,0,few individuals (r)
1180088,cala epig,hl,+,25,few individuals (r)
1180088,equi palu,hl,+,10,
1180089,cala epig,hl,+,20,
1180089,desc cesp,hl,+,0,
1180089,tuss farf,hl,+,0,few individuals (r)
1180090,cala epig,hl,+,25,
1180090,desc cesp,hl,+,0,few individuals (r)
1180090,lyco euro euro,hl,+,10,few individuals (r)
1180090,micr minu,hl,+,0,few individuals (r)
1180090,tuss farf,hl,+,0,few individuals (r)
1181089,cala epig,hl,+,30,
1181089,care pseu,hl,+,15,few individuals (r)
1181089,epil cili cili,hl,+,0,few individuals (r)
1181089,lyco euro euro,hl,+,20,few individuals (r)
1181089,micr minu,hl,+,0,
1181090,cala epig,hl,+,25,
1181090,desc cesp,hl,+,0,few individuals (r)
1181090,erig cana,hl,+,0,few individuals (r)
1181090,eupa cann,hl,+,0,few individuals (r)
1181090,micr minu,hl,+,0,few individuals (r)
1181090,tuss farf,hl,+,0,few individuals (r)
1186137,cala epig,hl,1a,80,
1186137,care oede,hl,+,0,
1186137,gali palu palu,hl,1a,0,
1186137,junc effu,hl,2b,80,
1186137,leer oryz,hl,4,50,
1186137,lyco euro euro,hl,+,0,
1186137,lyth sali,hl,+,0,few individuals (r)
1186137,ment aqua,hl,2b,0,
1186137,sali cine plus auri,hl,+,0,few individuals (r)
1186137,sali purp,hl,+,0,
1186137,soli giga,hl,1a,80,
1186137,marc poly slat,ml,1a,0,
1186138,agro stol,hl,1a,0,
1186138,care rost,hl,3,60,
1186138,desc cesp,hl,+,0,
1186138,gali palu palu,hl,1a,0,
1186138,junc arti,hl,1a,0,
1186138,junc effu,hl,2b,70,
1186138,leer oryz,hl,2b,35,
1186138,lyco euro euro,hl,+,0,
1186138,lyth sali,hl,+,0,few individuals (r)
1186138,ment aqua,hl,2b,50,
1186138,phra aust,hl,1a,110,
1186138,sali alba,hl,+,0,few individuals (r)
1186138,sali cine plus auri,hl,+,0,few individuals (r)
1186138,sali purp,hl,+,0,few individuals (r)
1186138,sali tria tria,hl,+,0,few individuals (r)
1186138,camp stel,ml,+,0,
1186138,drep adun,ml,+,0,
1186138,marc poly slat,ml,+,0,
1186138,phil caes,ml,3,0,
1186139,agro stol,hl,+,0,
1186139,cala epig,hl,+,40,few individuals (r)
1186139,care lepi,hl,+,0,few individuals (r)
1186139,care rost,hl,2a,55,
1186139,gali palu palu,hl,+,0,
1186139,junc arti,hl,1a,0,
1186139,junc effu,hl,1a,60,
1186139,lyth sali,hl,+,0,few individuals (r)
1186139,ment aqua,hl,3,40,
1186139,phra aust,hl,+,150,
1186139,sali myrs,hl,+,0,few individuals (r)
1186139,sali purp,hl,+,0,few individuals (r)
1186139,soli giga,hl,+,5,few individuals (r)
1186139,cera purp,ml,1a,0,
1186139,phil caes,ml,2b,0,
1186140,betu pend plus pube,hl,+,0,few individuals (r)
1186140,cala epig,hl,1a,60,
1186140,desc cesp,hl,+,0,few individuals (r)
1186140,epil palu,hl,+,0,few individuals (r)
1186140,eupa cann,hl,+,0,few individuals (r)
1186140,gali albu,hl,1a,0,
1186140,holc lana,hl,+,0,few individuals (r)
1186140,junc effu,hl,1b,80,
1186140,junc tenu,hl,+,0,few individuals (r)
1186140,leer oryz,hl,2a,35,
1186140,lyco euro euro,hl,1a,0,
1186140,lyth sali,hl,+,0,few individuals (r)
1186140,ment aqua,hl,2b,50,
1186140,phra aust,hl,1a,130,
1186140,sali alba,hl,+,0,
1186140,sali cine plus auri,hl,2a,0,
1186140,sali purp,hl,+,0,few individuals (r)
